Date,Round,Venue,A_Team,B_Team,Winner
2010-03-25 19:10:00,1,M.C.G.,Carlton,Richmond,Carlton
2010-03-26 19:40:00,1,M.C.G.,Essendon,Geelong,Geelong
2010-03-27 14:10:00,1,M.C.G.,Hawthorn,Melbourne,Hawthorn
2010-03-27 19:10:00,1,Gabba,West Coast,Brisbane Lions,Brisbane Lions
2010-03-27 19:10:00,1,Stadium Australia,St Kilda,Sydney,St Kilda
2010-03-28 12:40:00,1,Football Park,North Melbourne,Port Adelaide,Port Adelaide
2010-03-28 14:10:00,1,Docklands,Collingwood,Western Bulldogs,Collingwood
2010-03-28 17:10:00,1,Subiaco,Adelaide,Fremantle,Fremantle
2010-04-01 19:40:00,2,Gabba,Carlton,Brisbane Lions,Brisbane Lions
2010-04-03 14:10:00,2,M.C.G.,Melbourne,Collingwood,Collingwood
2010-04-03 17:40:00,2,Subiaco,Port Adelaide,West Coast,Port Adelaide
2010-04-03 19:10:00,2,Docklands,North Melbourne,St Kilda,St Kilda
2010-04-04 12:40:00,2,Football Park,Sydney,Adelaide,Sydney
2010-04-04 14:10:00,2,Docklands,Fremantle,Essendon,Fremantle
2010-04-04 16:40:00,2,M.C.G.,Western Bulldogs,Richmond,Western Bulldogs
2010-04-05 14:10:00,2,M.C.G.,Geelong,Hawthorn,Geelong
2010-04-09 19:40:00,3,Docklands,Collingwood,St Kilda,St Kilda
2010-04-10 14:10:00,3,Docklands,West Coast,North Melbourne,North Melbourne
2010-04-10 14:40:00,3,Football Park,Brisbane Lions,Port Adelaide,Brisbane Lions
2010-04-10 19:10:00,3,M.C.G.,Essendon,Carlton,Essendon
2010-04-10 19:10:00,3,S.C.G.,Richmond,Sydney,Sydney
2010-04-11 13:10:00,3,M.C.G.,Adelaide,Melbourne,Melbourne
2010-04-11 14:10:00,3,Docklands,Hawthorn,Western Bulldogs,Western Bulldogs
2010-04-11 14:40:00,3,Subiaco,Geelong,Fremantle,Fremantle
2010-04-16 18:40:00,4,Subiaco,Essendon,West Coast,West Coast
2010-04-17 14:10:00,4,Docklands,Sydney,North Melbourne,Sydney
2010-04-17 14:40:00,4,Football Park,Carlton,Adelaide,Carlton
2010-04-17 19:10:00,4,Gabba,Western Bulldogs,Brisbane Lions,Brisbane Lions
2010-04-17 19:10:00,4,M.C.G.,Hawthorn,Collingwood,Collingwood
2010-04-18 13:10:00,4,M.C.G.,Melbourne,Richmond,Melbourne
2010-04-18 14:10:00,4,Kardinia Park,Port Adelaide,Geelong,Geelong
2010-04-18 16:40:00,4,Docklands,Fremantle,St Kilda,St Kilda
2010-04-23 19:40:00,5,Docklands,Adelaide,Western Bulldogs,Western Bulldogs
2010-04-24 14:15:00,5,S.C.G.,West Coast,Sydney,Sydney
2010-04-24 19:10:00,5,M.C.G.,Brisbane Lions,Melbourne,Melbourne
2010-04-24 19:15:00,5,Football Park,St Kilda,Port Adelaide,Port Adelaide
2010-04-25 14:40:00,5,M.C.G.,Essendon,Collingwood,Collingwood
2010-04-25 17:40:00,5,York Park,North Melbourne,Hawthorn,North Melbourne
2010-04-25 18:45:00,5,Subiaco,Richmond,Fremantle,Fremantle
2010-04-26 14:10:00,5,M.C.G.,Geelong,Carlton,Carlton
2010-04-30 19:40:00,6,Docklands,St Kilda,Western Bulldogs,St Kilda
2010-05-01 14:10:00,6,Docklands,Melbourne,North Melbourne,North Melbourne
2010-05-01 14:40:00,6,Football Park,Port Adelaide,Adelaide,Port Adelaide
2010-05-01 19:10:00,6,M.C.G.,Hawthorn,Essendon,Essendon
2010-05-01 19:10:00,6,S.C.G.,Brisbane Lions,Sydney,Sydney
2010-05-02 13:10:00,6,Kardinia Park,Richmond,Geelong,Geelong
2010-05-02 14:10:00,6,M.C.G.,Collingwood,Carlton,Collingwood
2010-05-02 14:40:00,6,Subiaco,Fremantle,West Coast,Fremantle
2010-05-07 19:40:00,7,M.C.G.,Western Bulldogs,Melbourne,Western Bulldogs
2010-05-08 13:10:00,7,Subiaco,Hawthorn,West Coast,West Coast
2010-05-08 14:10:00,7,Docklands,Port Adelaide,Essendon,Port Adelaide
2010-05-08 19:10:00,7,Gabba,Fremantle,Brisbane Lions,Fremantle
2010-05-08 19:10:00,7,M.C.G.,North Melbourne,Collingwood,Collingwood
2010-05-09 13:10:00,7,Kardinia Park,Sydney,Geelong,Geelong
2010-05-09 16:10:00,7,Football Park,Richmond,Adelaide,Adelaide
2010-05-10 19:20:00,7,Docklands,Carlton,St Kilda,Carlton
2010-05-14 18:40:00,8,Subiaco,Collingwood,Fremantle,Collingwood
2010-05-15 14:10:00,8,M.C.G.,West Coast,Melbourne,West Coast
2010-05-15 14:10:00,8,Manuka Oval,Sydney,Western Bulldogs,Western Bulldogs
2010-05-15 19:10:00,8,Gabba,Geelong,Brisbane Lions,Geelong
2010-05-15 19:10:00,8,Docklands,Adelaide,North Melbourne,North Melbourne
2010-05-16 13:10:00,8,M.C.G.,Hawthorn,Richmond,Hawthorn
2010-05-16 14:40:00,8,Football Park,Carlton,Port Adelaide,Carlton
2010-05-16 16:40:00,8,Docklands,Essendon,St Kilda,Essendon
2010-05-21 19:40:00,9,M.C.G.,Geelong,Collingwood,Geelong
2010-05-22 14:10:00,9,Docklands,Western Bulldogs,North Melbourne,Western Bulldogs
2010-05-22 14:10:00,9,S.C.G.,Fremantle,Sydney,Fremantle
2010-05-22 19:10:00,9,Marrara Oval,Port Adelaide,Melbourne,Melbourne
2010-05-22 19:45:00,9,M.C.G.,Richmond,Essendon,Essendon
2010-05-23 12:40:00,9,Football Park,Brisbane Lions,Adelaide,Adelaide
2010-05-23 14:10:00,9,Docklands,Hawthorn,Carlton,Hawthorn
2010-05-23 14:40:00,9,Subiaco,St Kilda,West Coast,St Kilda
2010-05-28 19:40:00,10,Docklands,Western Bulldogs,Essendon,Essendon
2010-05-29 14:10:00,10,Kardinia Park,Melbourne,Geelong,Geelong
2010-05-29 14:40:00,10,Football Park,Richmond,Port Adelaide,Richmond
2010-05-29 19:10:00,10,Gabba,Collingwood,Brisbane Lions,Brisbane Lions
2010-05-29 19:10:00,10,Docklands,Adelaide,St Kilda,St Kilda
2010-05-30 13:10:00,10,M.C.G.,Sydney,Hawthorn,Hawthorn
2010-05-30 14:10:00,10,Docklands,West Coast,Carlton,Carlton
2010-05-30 14:40:00,10,Subiaco,North Melbourne,Fremantle,Fremantle
2010-06-04 19:40:00,11,Docklands,St Kilda,Richmond,St Kilda
2010-06-05 14:10:00,11,M.C.G.,Melbourne,Carlton,Carlton
2010-06-05 14:40:00,11,Football Park,Fremantle,Adelaide,Adelaide
2010-06-05 17:40:00,11,Subiaco,Geelong,West Coast,Geelong
2010-06-05 19:10:00,11,Docklands,Brisbane Lions,North Melbourne,North Melbourne
2010-06-06 13:10:00,11,S.C.G.,Essendon,Sydney,Sydney
2010-06-06 14:10:00,11,M.C.G.,Port Adelaide,Hawthorn,Hawthorn
2010-06-06 16:40:00,11,Docklands,Western Bulldogs,Collingwood,Collingwood
2010-06-11 19:40:00,12,Docklands,Carlton,North Melbourne,North Melbourne
2010-06-12 14:10:00,12,York Park,Adelaide,Hawthorn,Hawthorn
2010-06-12 19:10:00,12,Docklands,Geelong,Essendon,Geelong
2010-06-12 19:10:00,12,Football Park,Sydney,Port Adelaide,Sydney
2010-06-13 13:10:00,12,M.C.G.,West Coast,Richmond,Richmond
2010-06-13 14:10:00,12,Docklands,Brisbane Lions,Western Bulldogs,Western Bulldogs
2010-06-13 14:40:00,12,Subiaco,St Kilda,Fremantle,St Kilda
2010-06-14 14:10:00,12,M.C.G.,Collingwood,Melbourne,
2010-06-18 19:40:00,13,M.C.G.,Essendon,Hawthorn,Hawthorn
2010-06-19 19:10:00,13,Gabba,Richmond,Brisbane Lions,Richmond
2010-06-19 19:10:00,13,Docklands,Fremantle,Carlton,Fremantle
2010-06-20 13:10:00,13,Docklands,Port Adelaide,North Melbourne,North Melbourne
2010-06-20 14:40:00,13,Subiaco,Western Bulldogs,West Coast,Western Bulldogs
2010-06-25 19:50:00,13,M.C.G.,Geelong,St Kilda,St Kilda
2010-06-26 19:10:00,13,Stadium Australia,Collingwood,Sydney,Collingwood
2010-06-27 14:40:00,13,Football Park,Melbourne,Adelaide,Adelaide
2010-07-01 19:10:00,14,Docklands,Brisbane Lions,Carlton,Carlton
2010-07-02 19:40:00,14,M.C.G.,Western Bulldogs,Hawthorn,Hawthorn
2010-07-03 13:10:00,14,Subiaco,Port Adelaide,Fremantle,Fremantle
2010-07-03 19:10:00,14,Football Park,Essendon,Adelaide,Adelaide
2010-07-03 19:10:00,14,Docklands,West Coast,Collingwood,Collingwood
2010-07-04 13:10:00,14,Kardinia Park,North Melbourne,Geelong,Geelong
2010-07-04 14:10:00,14,M.C.G.,Sydney,Richmond,Richmond
2010-07-04 16:40:00,14,Docklands,Melbourne,St Kilda,St Kilda
2010-07-09 20:10:00,15,Football Park,Collingwood,Port Adelaide,Collingwood
2010-07-10 13:10:00,15,Subiaco,Adelaide,West Coast,Adelaide
2010-07-10 14:10:00,15,M.C.G.,Hawthorn,Geelong,Geelong
2010-07-10 19:10:00,15,Gabba,St Kilda,Brisbane Lions,St Kilda
2010-07-10 19:10:00,15,Docklands,Fremantle,Richmond,Richmond
2010-07-11 13:10:00,15,S.C.G.,North Melbourne,Sydney,Sydney
2010-07-11 14:10:00,15,M.C.G.,Essendon,Melbourne,Melbourne
2010-07-11 16:40:00,15,Docklands,Western Bulldogs,Carlton,Western Bulldogs
2010-07-16 20:10:00,16,Football Park,Geelong,Adelaide,Adelaide
2010-07-17 14:10:00,16,M.C.G.,St Kilda,Collingwood,Collingwood
2010-07-17 14:10:00,16,York Park,Brisbane Lions,Hawthorn,Hawthorn
2010-07-17 19:10:00,16,Docklands,West Coast,Essendon,West Coast
2010-07-17 19:10:00,16,Marrara Oval,Port Adelaide,Western Bulldogs,Western Bulldogs
2010-07-18 13:10:00,16,Docklands,Sydney,Carlton,Sydney
2010-07-18 14:10:00,16,M.C.G.,North Melbourne,Richmond,North Melbourne
2010-07-18 14:40:00,16,Subiaco,Melbourne,Fremantle,Fremantle
2010-07-23 19:40:00,17,Docklands,Hawthorn,St Kilda,
2010-07-24 14:10:00,17,M.C.G.,Richmond,Collingwood,Collingwood
2010-07-24 14:10:00,17,Kardinia Park,Brisbane Lions,Geelong,Geelong
2010-07-24 17:40:00,17,Subiaco,Carlton,West Coast,Carlton
2010-07-24 19:10:00,17,Docklands,Essendon,North Melbourne,Essendon
2010-07-25 13:10:00,17,Docklands,Fremantle,Western Bulldogs,Western Bulldogs
2010-07-25 14:10:00,17,M.C.G.,Sydney,Melbourne,Melbourne
2010-07-25 16:10:00,17,Football Park,Adelaide,Port Adelaide,Port Adelaide
2010-07-30 19:40:00,18,Docklands,St Kilda,Essendon,Essendon
2010-07-31 14:10:00,18,M.C.G.,Carlton,Collingwood,Collingwood
2010-07-31 14:40:00,18,Football Park,Hawthorn,Port Adelaide,Port Adelaide
2010-07-31 19:10:00,18,Gabba,Melbourne,Brisbane Lions,Melbourne
2010-07-31 19:10:00,18,Stadium Australia,Geelong,Sydney,Geelong
2010-08-01 13:10:00,18,M.C.G.,Adelaide,Richmond,Richmond
2010-08-01 14:10:00,18,Docklands,North Melbourne,Western Bulldogs,Western Bulldogs
2010-08-01 14:40:00,18,Subiaco,West Coast,Fremantle,Fremantle
2010-08-06 19:40:00,19,M.C.G.,Carlton,Essendon,Carlton
2010-08-07 14:10:00,19,Docklands,Fremantle,North Melbourne,North Melbourne
2010-08-07 14:10:00,19,S.C.G.,Hawthorn,Sydney,Sydney
2010-08-07 17:40:00,19,Subiaco,Brisbane Lions,West Coast,Brisbane Lions
2010-08-07 19:10:00,19,M.C.G.,Collingwood,Geelong,Collingwood
2010-08-08 13:10:00,19,Docklands,Port Adelaide,St Kilda,St Kilda
2010-08-08 14:10:00,19,M.C.G.,Richmond,Melbourne,Melbourne
2010-08-08 16:10:00,19,Football Park,Western Bulldogs,Adelaide,Western Bulldogs
2010-08-13 19:40:00,20,M.C.G.,Collingwood,Essendon,Collingwood
2010-08-14 13:10:00,20,Subiaco,Sydney,Fremantle,Sydney
2010-08-14 14:10:00,20,M.C.G.,Richmond,Carlton,Carlton
2010-08-14 19:10:00,20,Football Park,West Coast,Port Adelaide,Port Adelaide
2010-08-14 19:10:00,20,Docklands,Geelong,Western Bulldogs,Geelong
2010-08-15 13:10:00,20,Gabba,Adelaide,Brisbane Lions,Adelaide
2010-08-15 14:10:00,20,M.C.G.,Melbourne,Hawthorn,Hawthorn
2010-08-15 16:40:00,20,Docklands,St Kilda,North Melbourne,St Kilda
2010-08-20 19:40:00,21,Docklands,Carlton,Geelong,Geelong
2010-08-21 14:10:00,21,York Park,Fremantle,Hawthorn,Hawthorn
2010-08-21 14:10:00,21,Docklands,Richmond,St Kilda,St Kilda
2010-08-21 19:10:00,21,M.C.G.,Adelaide,Collingwood,Collingwood
2010-08-21 19:10:00,21,S.C.G.,Western Bulldogs,Sydney,Sydney
2010-08-22 12:40:00,21,Football Park,Melbourne,Port Adelaide,Port Adelaide
2010-08-22 14:10:00,21,Docklands,Brisbane Lions,Essendon,Brisbane Lions
2010-08-22 14:40:00,21,Subiaco,North Melbourne,West Coast,North Melbourne
2010-08-27 18:40:00,22,Subiaco,Carlton,Fremantle,Fremantle
2010-08-28 13:10:00,22,Kardinia Park,West Coast,Geelong,Geelong
2010-08-28 14:10:00,22,M.C.G.,Collingwood,Hawthorn,Hawthorn
2010-08-28 15:40:00,22,Football Park,St Kilda,Adelaide,Adelaide
2010-08-28 19:10:00,22,Gabba,Sydney,Brisbane Lions,Sydney
2010-08-28 19:10:00,22,Docklands,Essendon,Western Bulldogs,Western Bulldogs
2010-08-29 14:10:00,22,Docklands,Port Adelaide,Richmond,Port Adelaide
2010-08-29 16:40:00,22,M.C.G.,North Melbourne,Melbourne,North Melbourne
2010-09-03 19:45:00,23,M.C.G.,St Kilda,Geelong,St Kilda
2010-09-04 13:20:00,23,Subiaco,Hawthorn,Fremantle,Fremantle
2010-09-04 19:20:00,23,M.C.G.,Western Bulldogs,Collingwood,Collingwood
2010-09-05 14:40:00,23,Stadium Australia,Carlton,Sydney,Sydney
2010-09-10 19:45:00,24,M.C.G.,Fremantle,Geelong,Geelong
2010-09-11 19:20:00,24,M.C.G.,Sydney,Western Bulldogs,Western Bulldogs
2010-09-17 19:45:00,25,M.C.G.,Geelong,Collingwood,Collingwood
2010-09-18 19:20:00,25,M.C.G.,Western Bulldogs,St Kilda,St Kilda
2010-09-25 14:30:00,26,M.C.G.,St Kilda,Collingwood,
2010-10-02 14:30:00,27,M.C.G.,St Kilda,Collingwood,Collingwood
2011-03-24 19:40:00,1,M.C.G.,Richmond,Carlton,Carlton
2011-03-25 19:45:00,1,M.C.G.,St Kilda,Geelong,Geelong
2011-03-26 14:10:00,1,Docklands,Port Adelaide,Collingwood,Collingwood
2011-03-26 19:40:00,1,Football Park,Hawthorn,Adelaide,Adelaide
2011-03-26 20:10:00,1,Gabba,Fremantle,Brisbane Lions,Fremantle
2011-03-27 13:10:00,1,Docklands,Western Bulldogs,Essendon,Essendon
2011-03-27 14:10:00,1,M.C.G.,Sydney,Melbourne,
2011-03-27 19:10:00,1,Subiaco,North Melbourne,West Coast,West Coast
2011-04-01 19:40:00,2,M.C.G.,Richmond,St Kilda,
2011-04-02 14:10:00,2,Docklands,Collingwood,North Melbourne,Collingwood
2011-04-02 15:10:00,2,Football Park,West Coast,Port Adelaide,West Coast
2011-04-02 19:50:00,2,Gabba,Carlton,Gold Coast,Carlton
2011-04-02 20:40:00,2,Subiaco,Geelong,Fremantle,Geelong
2011-04-03 13:10:00,2,Docklands,Brisbane Lions,Western Bulldogs,Western Bulldogs
2011-04-03 14:10:00,2,Stadium Australia,Essendon,Sydney,Sydney
2011-04-03 16:40:00,2,M.C.G.,Melbourne,Hawthorn,Hawthorn
2011-04-08 19:50:00,3,M.C.G.,Carlton,Collingwood,Collingwood
